,x,s,n,t,p.1,f,c,n.1,k,e,e.1,s.1,s.2,w,w.1,p.2,w.2,o,p.3,k.1,s.3,u
4404,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,0
4405,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,4
4406,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4
4407,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1
4408,2,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0
4409,2,0,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,5,0
4410,2,2,0,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,5
4411,2,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,0
4412,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4
4413,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4414,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4
4415,2,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4416,2,3,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,4,0
4417,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1
4418,5,2,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
4419,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1
4420,5,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
4421,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1
4422,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4
4423,2,0,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,5,0
4424,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4425,2,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1
4426,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4427,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
4428,5,3,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0
4429,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,4
4430,5,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4431,2,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4
4432,2,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
4433,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4
4434,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1
4435,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4436,2,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1
4437,5,2,3,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,4,0
4438,5,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1
4439,2,2,3,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,5
4440,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1
4441,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4
4442,5,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0
4443,2,3,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,5,0
4444,2,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0
4445,2,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1
4446,2,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,4
4447,5,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
4448,5,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0
4449,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,4
4450,2,3,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0
4451,5,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,1
4452,2,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1
4453,5,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,4
4454,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1
4455,2,0,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,4
4456,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1
4457,5,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1
4458,3,3,0,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6
4459,5,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4
4460,5,3,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0
4461,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,4
4462,5,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,4
4463,2,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1
4464,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0
4465,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1
4466,2,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4467,5,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0
4468,5,2,8,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5
4469,5,3,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1
4470,2,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4471,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1
4472,5,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,4
4473,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
4474,5,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,1
4475,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,4
4476,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4
4477,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4
4478,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,4
4479,2,3,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,5,0
4480,5,3,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,0
4481,5,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4
4482,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,1
4483,2,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1
4484,5,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0
4485,2,0,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,4
4486,5,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0
4487,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,0
4488,5,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
4489,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0
4490,2,0,1,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2
4491,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1
4492,5,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4
4493,2,0,9,0,5,1,0,1,10,0,0,1,3,7,8,0,2,1,0,7,4,0
4494,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,4
4495,5,2,3,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,4,1
4496,2,2,4,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
4497,5,3,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4
4498,5,2,3,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,2,4,0
4499,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
4500,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
4501,2,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,0
4502,5,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
4503,5,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1
4504,5,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0
4505,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0
4506,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1
4507,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
4508,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,0
4509,2,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,4
4510,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4
4511,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4512,2,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
4513,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,4
4514,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,0
4515,5,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,1
4516,5,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1
4517,5,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,0
4518,5,2,0,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6
4519,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,0
4520,5,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,0
4521,5,3,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2
4522,5,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0
4523,2,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,4
4524,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
4525,2,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1
4526,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,0
4527,5,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1
4528,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4
4529,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,4
4530,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
4531,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1
4532,5,3,7,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,4,0
4533,2,3,0,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6
4534,2,3,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0
4535,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
4536,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1
4537,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
4538,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,1
4539,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
4540,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1
4541,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
4542,2,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0
4543,2,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0
4544,2,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4545,2,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1
4546,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1
4547,2,2,0,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,4,1
4548,2,2,8,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3
4549,5,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4
4550,2,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,4
4551,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1
4552,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0
4553,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4
4554,5,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,0
4555,2,0,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,4,0
4556,5,3,7,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,4,0
4557,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0
4558,2,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
4559,5,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,0
4560,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0
4561,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,4
4562,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0
4563,5,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,4
4564,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,1
4565,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4
4566,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4567,2,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4
4568,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4569,2,0,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,4,0
4570,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0
4571,2,0,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
4572,5,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,4
4573,2,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4
4574,2,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,4
4575,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0
4576,2,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1
4577,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0
4578,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0
4579,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0
4580,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,4
4581,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,4
4582,5,0,8,0,1,1,0,1,2,0,1,2,2,7,7,0,2,1,4,3,4,0
4583,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0
4584,5,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4
4585,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0
4586,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,1
4587,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,0
4588,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
4589,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,4
4590,5,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1
4591,2,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
4592,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,4
4593,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,0
4594,2,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,1
4595,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,4
4596,2,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0
4597,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1
4598,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
4599,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
4600,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
4601,2,0,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,0
4602,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1
4603,2,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,0
4604,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0
4605,5,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0
4606,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
4607,5,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0
4608,5,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1
4609,5,3,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0
4610,2,3,0,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6
4611,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,1
4612,5,3,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4613,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0
4614,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
4615,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,4
4616,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
4617,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,4
4618,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,4
4619,2,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1
4620,2,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0
4621,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,4
4622,2,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,1
4623,2,0,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1
4624,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,0
4625,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0
4626,2,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,4
4627,5,0,3,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,3,0
4628,2,2,0,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,1
4629,2,0,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0
4630,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4
4631,5,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
4632,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,1
4633,2,0,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,4,0
4634,5,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0
4635,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,4
4636,2,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4
4637,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4
4638,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4639,5,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1
4640,2,2,8,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,5
4641,5,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4642,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1
4643,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4644,5,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4
4645,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,0
4646,2,3,7,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,4,0
4647,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4648,2,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1
4649,5,3,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1
4650,2,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1
4651,2,3,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0
4652,5,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,4
4653,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,0
4654,5,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,4
4655,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4656,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0
4657,5,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4
4658,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4
4659,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
4660,5,2,8,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,5
4661,2,3,2,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6
4662,5,3,7,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,5,0
4663,5,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1
4664,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
4665,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4
4666,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,0
4667,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,4
4668,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1
4669,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1
4670,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4
4671,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,4
4672,2,2,5,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6
4673,2,0,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4
4674,5,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4
4675,5,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,4
4676,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1
4677,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
4678,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0
4679,2,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
4680,5,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1
4681,5,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0
4682,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
4683,2,0,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0
4684,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4
4685,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,4
4686,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0
4687,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1
4688,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,0
4689,5,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1
4690,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4691,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4
4692,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1
4693,5,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4
4694,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
4695,2,3,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0
4696,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0
4697,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4
4698,5,2,3,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,1
4699,2,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,4
